mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
17.069085756937664,3.41978290376426,0.009568929672241211,0.0011490618646200117,1e-05,{'alpha': 1e-05},0.8890221955608878,0.8802880288028803,0.8871887188718872,0.8854996477452183,0.003760420029055317,4
45.49107702573141,3.5729204986140517,0.00875528653462728,0.0010800283446694434,5e-05,{'alpha': 5e-05},0.8944211157768446,0.8922892289228923,0.8907890789078908,0.8924998078692092,0.0014902305355959295,3
70.24307378133138,12.387329496178355,0.010093609491984049,8.652247865953088e-05,0.0001,{'alpha': 0.0001},0.8959208158368326,0.8964896489648965,0.8922892289228923,0.894899897908207,0.001860571094235896,2
73.45305864016215,4.0679160347957,0.008340756098429361,0.00028853083323011983,0.0005,{'alpha': 0.0005},0.8989202159568086,0.8955895589558955,0.900990099009901,0.8984999579742018,0.0022246978517974033,1
